City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Richards Bay,ZA,2022-07-13 17:24:39,-28.783,32.0377,64.9,79,0,4.27
292,Sao Joao Nepomuceno,BR,2022-07-13 17:24:39,-21.54,-43.0106,86.59,32,7,3.06
293,Saint Anthony,US,2022-07-13 17:24:39,45.0205,-93.218,78.1,67,0,9.22
294,Charagua,BO,2022-07-13 17:24:40,-19.8,-63.2167,78.37,40,100,14.54
295,Voh,NC,2022-07-13 17:24:40,-20.9667,164.7,71.15,85,100,7.83
296,Nanortalik,GL,2022-07-13 17:21:23,60.1432,-45.2371,44.35,83,100,5.23
297,Namwala,ZM,2022-07-13 17:24:41,-15.7504,26.4384,67.05,42,97,5.93
298,Fortuna,US,2022-07-13 17:21:10,40.5982,-124.1573,60.35,88,75,5.79
299,Rorvik,NO,2022-07-13 17:24:41,64.8621,11.2373,58.98,72,40,14.97
300,Poum,NC,2022-07-13 17:24:41,-20.2333,164.0167,75.25,73,100,20.65
301,Singaraja,ID,2022-07-13 17:24:42,-8.112,115.0882,77.7,84,100,4.43
302,Bougouni,ML,2022-07-13 17:24:42,11.417,-7.479,92.55,39,89,3.13
303,Zhigansk,RU,2022-07-13 17:24:42,66.7697,123.3711,56.19,95,71,5.37
304,Berlevag,NO,2022-07-13 17:24:43,70.8578,29.0864,62.4,88,75,23.02
305,North Bend,US,2022-07-13 17:22:41,43.4065,-124.2243,66.92,80,20,11.5
306,Cerritos,US,2022-07-13 17:24:43,33.8583,-118.0648,81.9,70,20,4.0
307,Hami,CN,2022-07-13 17:24:43,42.8,93.45,82.18,23,59,13.29
308,Tymovskoye,RU,2022-07-13 17:24:44,50.8456,142.655,63.63,99,68,4.45
309,Ayaviri,PE,2022-07-13 17:24:44,-14.8864,-70.5889,54.77,39,96,11.01
310,Ayan,RU,2022-07-13 17:24:44,56.45,138.1667,58.95,98,100,7.67
311,Mayskiy,RU,2022-07-13 17:24:44,47.6931,40.1025,80.01,30,22,7.99
312,Aitape,PG,2022-07-13 17:23:15,-3.1374,142.3475,77.18,88,66,4.0
313,San Quintin,MX,2022-07-13 17:24:45,30.4833,-115.95,69.78,71,100,12.46
314,Lusambo,CD,2022-07-13 17:24:45,-4.9667,23.45,80.87,33,38,3.58
315,Banjar,ID,2022-07-13 17:24:45,-8.19,114.9675,75.0,91,99,5.17
316,Ouro Preto Do Oeste,BR,2022-07-13 17:24:46,-10.7481,-62.2158,94.5,26,38,5.55
317,Zamboanguita,PH,2022-07-13 17:24:46,9.1025,123.1996,80.38,79,100,3.09
318,Pauini,BR,2022-07-13 17:24:46,-7.7136,-66.9764,94.93,37,81,3.56
319,Coxim,BR,2022-07-13 17:25:47,-18.5067,-54.76,93.29,23,79,7.76
320,Zeya,RU,2022-07-13 17:25:47,53.75,127.2667,65.21,78,73,3.31
321,Trogir,HR,2022-07-13 17:25:47,43.5125,16.2517,84.25,34,0,14.97
322,Samarai,PG,2022-07-13 17:25:48,-10.6167,150.6667,78.44,82,100,20.56
323,Aketi,CD,2022-07-13 17:25:48,2.7388,23.7833,71.58,97,85,2.73
324,Mustasaari,FI,2022-07-13 17:25:48,63.1142,21.6822,72.23,64,0,6.91
325,Yanliang,CN,2022-07-13 17:25:49,34.6592,109.2292,78.44,88,21,2.42
326,Gurlan,UZ,2022-07-13 17:25:49,41.8447,60.3919,89.51,17,0,18.9
327,Saldanha,ZA,2022-07-13 17:25:49,-33.0117,17.9442,55.45,87,53,10.33
328,Manakara,MG,2022-07-13 17:25:49,-22.1333,48.0167,66.54,88,13,6.69
329,Nemuro,JP,2022-07-13 17:24:34,43.3236,145.575,59.2,94,33,7.87
330,Along,IN,2022-07-13 17:25:50,28.1667,94.7667,76.78,91,74,2.24
331,Eluru,IN,2022-07-13 17:25:50,16.7,81.1,74.53,87,100,21.47
332,Virginia Beach,US,2022-07-13 17:25:43,36.8529,-75.978,92.05,62,40,5.75
333,Yuli,NG,2022-07-13 17:25:51,9.6989,10.2744,81.25,70,99,9.06
334,Zavetnoye,RU,2022-07-13 17:25:51,47.1194,43.8903,74.91,71,91,11.23
335,Nome,US,2022-07-13 17:24:27,64.5011,-165.4064,54.16,76,75,5.75
336,Claveria,PH,2022-07-13 17:25:51,18.6074,121.0832,79.25,75,90,3.89
337,Urambo,TZ,2022-07-13 17:25:52,-5.0667,32.05,73.15,35,73,3.94
338,Lethem,GY,2022-07-13 17:25:52,3.3803,-59.7968,88.05,58,92,8.59
339,Ferrol,ES,2022-07-13 17:24:14,43.4832,-8.2369,89.58,59,21,2.44
340,Worland,US,2022-07-13 17:21:14,44.0169,-107.9554,94.35,31,0,5.75
341,Oulu,FI,2022-07-13 17:25:53,65.0124,25.4682,66.31,94,20,2.3
342,Ouadda,CF,2022-07-13 17:25:53,8.0777,22.4007,69.48,91,100,2.24
343,Basudebpur,IN,2022-07-13 17:25:53,21.1353,86.7386,82.85,85,32,9.6
344,Inta,RU,2022-07-13 17:25:54,66.0317,60.1659,71.46,79,57,6.06
345,Jalu,LY,2022-07-13 17:25:54,29.0331,21.5482,93.7,21,0,12.12
346,Umm Kaddadah,SD,2022-07-13 17:25:10,13.6017,26.6876,88.79,40,80,15.68
347,Bandarban,BD,2022-07-13 17:25:54,22.1965,92.2262,77.58,91,9,2.84
348,Tual,ID,2022-07-13 17:25:55,-5.6667,132.75,79.16,82,100,25.55
349,Joshimath,IN,2022-07-13 17:25:55,30.5667,79.5667,71.51,90,91,0.85
350,Tautira,PF,2022-07-13 17:25:55,-17.7333,-149.15,76.53,73,52,15.35
351,Nizhniy Odes,RU,2022-07-13 17:25:55,63.6445,54.856,66.99,82,79,3.09
352,Forecariah,GN,2022-07-13 17:25:56,9.4306,-13.0881,80.89,83,97,5.68
353,Carbondale,US,2022-07-13 17:23:42,37.7273,-89.2168,88.05,49,40,4.61
354,Moron,AR,2022-07-13 17:25:56,-34.6534,-58.6198,61.97,59,31,9.13
355,Camacari,BR,2022-07-13 17:25:56,-12.6975,-38.3242,82.17,61,34,8.88
356,Salinopolis,BR,2022-07-13 17:25:57,-0.6136,-47.3561,82.11,80,88,11.25
357,Pevek,RU,2022-07-13 17:25:57,69.7008,170.3133,33.67,96,81,4.83
358,Demba,CD,2022-07-13 17:25:57,-5.51,22.2667,81.82,26,37,1.88
359,Wanning,CN,2022-07-13 17:25:58,18.8003,110.3967,80.44,90,100,7.74
360,Sioux Lookout,CA,2022-07-13 17:25:05,50.1001,-91.917,69.87,49,40,4.61
361,Tezu,IN,2022-07-13 17:25:58,27.9167,96.1667,78.24,92,65,4.59
362,Tessalit,ML,2022-07-13 17:25:58,20.1986,1.0114,108.39,11,47,7.49
363,Varlamovo,RU,2022-07-13 17:25:59,53.1897,48.4226,69.22,80,91,5.37
364,Taitung,TW,2022-07-13 17:25:59,22.7583,121.1444,81.95,85,96,4.88
365,Mehamn,NO,2022-07-13 17:25:59,71.0357,27.8492,60.75,82,0,2.3
366,Katherine,AU,2022-07-13 17:27:00,-14.4667,132.2667,52.12,50,87,8.05
367,Katsuura,JP,2022-07-13 17:27:00,35.1333,140.3,74.01,93,100,11.05
368,Khandyga,RU,2022-07-13 17:27:00,62.6667,135.6,59.34,95,44,1.66
369,Chulym,RU,2022-07-13 17:27:01,55.0997,80.9572,52.0,88,48,6.13
370,Manta,EC,2022-07-13 17:27:01,-0.95,-80.7333,74.98,78,100,12.66
371,Roma,US,2022-07-13 17:22:03,43.2128,-75.4557,79.95,51,100,3.0
372,Ailigandi,PA,2022-07-13 17:27:01,9.2333,-78.0167,84.92,70,99,5.01
373,Beringovskiy,RU,2022-07-13 17:27:02,63.05,179.3167,49.96,87,100,6.17
374,Eureka,US,2022-07-13 17:23:35,40.8021,-124.1637,71.67,84,96,4.0
375,Nantucket,US,2022-07-13 17:26:15,41.2835,-70.0995,87.94,51,0,5.75
376,San Vicente,AR,2022-07-13 17:27:02,-26.6167,-54.1333,68.47,35,0,4.21
377,Bubaque,GW,2022-07-13 17:27:03,11.2833,-15.8333,81.7,76,76,8.66
378,Flagstaff,US,2022-07-13 17:24:39,35.1981,-111.6513,84.83,36,32,1.01
379,Gimbi,ET,2022-07-13 17:27:03,9.1667,35.8333,56.5,96,85,3.29
380,Am Timan,TD,2022-07-13 17:27:03,11.0297,20.2827,77.83,71,73,6.44
381,Mahina,PF,2022-07-13 17:27:04,-17.5065,-149.489,69.57,94,20,3.44
382,Hualmay,PE,2022-07-13 17:27:04,-11.0964,-77.6139,66.29,67,22,11.23
383,Monywa,MM,2022-07-13 17:27:04,22.1167,95.1333,89.85,53,93,11.45
384,Ola,RU,2022-07-13 17:27:05,59.5833,151.2833,55.15,90,4,3.62
385,Chabahar,IR,2022-07-13 17:27:05,25.2919,60.643,87.21,78,13,11.54
386,Painesville,US,2022-07-13 17:27:05,41.7245,-81.2457,80.67,64,100,4.61
387,Lebedinyy,RU,2022-07-13 17:27:06,58.5167,125.5167,58.91,89,100,4.76
388,Itaqui,BR,2022-07-13 17:27:06,-29.1253,-56.5531,60.37,60,0,12.64
389,Auki,SB,2022-07-13 17:27:06,-8.7676,160.7034,74.68,84,80,3.06
390,Rancho Palos Verdes,US,2022-07-13 17:24:58,33.7445,-118.387,74.46,80,40,11.5
391,Oppdal,NO,2022-07-13 17:27:07,62.5943,9.6912,47.88,88,99,3.4
392,Dryden,CA,2022-07-13 17:25:05,49.7833,-92.7503,70.09,40,0,6.91
393,Husavik,IS,2022-07-13 17:27:07,66.0449,-17.3389,51.22,67,5,8.77
394,Carpentras,FR,2022-07-13 17:27:08,44.0833,5.1667,86.52,35,4,10.85
395,Gat,IL,2022-07-13 17:27:00,31.61,34.7642,81.81,100,0,9.17
396,Stornoway,GB,2022-07-13 17:27:08,58.2093,-6.3865,58.93,70,75,17.27
397,Benjamin Constant,BR,2022-07-13 17:27:08,-4.3831,-70.0311,87.93,66,40,5.75
398,Nanton,CA,2022-07-13 17:27:09,50.3501,-113.7687,75.81,40,98,11.07
399,Zhuhai,CN,2022-07-13 17:27:09,22.2769,113.5678,86.86,84,20,8.05
400,Hoquiam,US,2022-07-13 17:27:10,46.9809,-123.8893,67.35,71,100,8.05
401,Lakes Entrance,AU,2022-07-13 17:27:10,-37.8811,147.981,45.16,88,29,11.99
402,Palmer,US,2022-07-13 17:27:10,42.1584,-72.3287,85.91,53,0,1.99
403,Poopo,BO,2022-07-13 17:27:10,-18.3667,-66.9667,57.97,33,86,19.33
404,Dakar,SN,2022-07-13 17:27:11,14.6937,-17.4441,84.33,70,40,6.91
405,Keelung,TW,2022-07-13 17:27:11,25.1283,121.7419,85.08,88,100,10.63
406,Miyako,JP,2022-07-13 17:27:11,39.6367,141.9525,68.2,94,97,5.26
407,Sur,OM,2022-07-13 17:27:12,22.5667,59.5289,89.37,65,15,8.88
408,Valley City,US,2022-07-13 17:27:12,46.9233,-98.0032,75.72,53,0,4.61
409,Sturgeon Bay,US,2022-07-13 17:27:12,44.8342,-87.377,71.58,63,0,11.5
410,Dingle,PH,2022-07-13 17:27:13,10.9995,122.6711,76.1,93,65,1.72
411,Arrecife,ES,2022-07-13 17:28:13,28.963,-13.5477,80.58,54,20,17.27
412,Vadso,NO,2022-07-13 17:28:13,70.0744,29.7487,61.68,100,75,20.71
413,Yantal,RU,2022-07-13 17:28:14,56.8471,105.2542,54.68,88,96,3.8
414,Berbera,SO,2022-07-13 17:27:50,10.4396,45.0143,92.1,45,49,6.71
415,Tomatlan,MX,2022-07-13 17:28:14,19.9333,-105.25,86.16,67,97,3.83
416,Jizan,SA,2022-07-13 17:28:14,17.3333,42.6667,90.54,50,97,3.27
417,Sao Filipe,CV,2022-07-13 17:27:52,14.8961,-24.4956,76.5,78,66,9.44
418,Atambua,ID,2022-07-13 17:28:15,-9.1061,124.8925,66.18,81,61,5.97
419,Asau,RO,2022-07-13 17:28:15,46.4333,26.4,67.12,63,99,2.98
420,Vallenar,CL,2022-07-13 17:28:15,-28.5708,-70.7581,58.15,58,6,8.34
421,Talnakh,RU,2022-07-13 17:28:16,69.4865,88.3972,49.21,67,92,1.19
422,Bida,NG,2022-07-13 17:28:16,9.0833,6.0167,82.72,74,100,4.38
423,Big Spring,US,2022-07-13 17:26:06,32.2504,-101.4787,94.23,37,0,8.05
424,Neiafu,TO,2022-07-13 17:28:17,-18.65,-173.9833,77.68,100,75,8.05
425,Dunedin,NZ,2022-07-13 17:26:16,-45.8742,170.5036,43.79,94,100,16.69
426,Paamiut,GL,2022-07-13 17:28:17,61.994,-49.6678,42.73,87,73,18.63
427,Makaha,US,2022-07-13 17:28:17,21.4694,-158.2175,78.71,75,41,12.28
428,Yuanping,CN,2022-07-13 17:28:18,38.7153,112.7575,75.04,59,1,3.13
429,Resende,BR,2022-07-13 17:28:18,-22.4689,-44.4467,75.15,60,70,6.22
430,Acapulco,MX,2022-07-13 17:26:03,16.8634,-99.8901,84.02,74,75,6.91
431,Laguna,US,2022-07-13 17:28:18,38.421,-121.4238,78.08,62,0,13.8
432,Ayorou,NE,2022-07-13 17:28:19,14.7308,0.9174,89.1,51,51,8.52
433,Tazovskiy,RU,2022-07-13 17:28:19,67.4667,78.7,49.71,67,100,5.23
434,Iberia,US,2022-07-13 17:28:20,29.9502,-91.7507,91.96,58,40,5.75
435,Mayor Pablo Lagerenza,PY,2022-07-13 17:28:20,-19.9309,-60.7718,88.27,33,87,13.53
436,Kemijarvi,FI,2022-07-13 17:28:20,66.7131,27.4306,64.38,87,94,6.15
437,Kieta,PG,2022-07-13 17:28:21,-6.2167,155.6333,77.9,85,12,5.77
438,Labytnangi,RU,2022-07-13 17:28:21,66.6572,66.4183,65.88,81,95,4.21
439,Vila Franca Do Campo,PT,2022-07-13 17:28:21,37.7167,-25.4333,75.2,80,60,11.41
440,Grindavik,IS,2022-07-13 17:28:22,63.8424,-22.4338,51.75,76,75,13.8
441,Tevriz,RU,2022-07-13 17:28:22,57.509,72.4042,59.88,99,100,3.91
442,Hohhot,CN,2022-07-13 17:28:14,40.8106,111.6522,66.49,45,0,6.71
443,Ploufragan,FR,2022-07-13 17:28:22,48.4914,-2.7946,74.05,65,0,11.5
444,Muzhi,RU,2022-07-13 17:28:23,65.3667,64.6667,66.83,91,82,10.45
445,Shilka,RU,2022-07-13 17:28:23,51.85,116.0333,58.24,91,0,3.89
446,Cam Ranh,VN,2022-07-13 17:28:23,11.9214,109.1591,80.56,83,40,9.22
447,Yarkovo,RU,2022-07-13 17:28:24,57.4028,67.0786,67.1,85,17,3.74
448,Kindu,CD,2022-07-13 17:28:24,-2.95,25.95,80.62,45,56,3.24
449,Fernie,CA,2022-07-13 17:28:24,49.5,-115.0687,75.88,40,41,8.05
450,Raudeberg,NO,2022-07-13 17:28:24,61.9875,5.1352,52.47,91,70,20.42
451,Broken Hill,AU,2022-07-13 17:28:25,-31.95,141.4333,40.51,85,0,9.28
452,Padang,ID,2022-07-13 17:28:25,-0.9492,100.3543,78.8,86,99,3.8
453,Yar-Sale,RU,2022-07-13 17:28:25,66.8333,70.8333,51.37,85,100,12.08
454,Buraydah,SA,2022-07-13 17:28:26,26.326,43.975,102.65,11,100,11.65
455,Sao Felix Do Xingu,BR,2022-07-13 17:28:26,-6.6447,-51.995,95.43,25,10,4.07
456,Hegra,NO,2022-07-13 17:29:26,63.4644,11.114,55.31,88,75,0.0
457,Sena Madureira,BR,2022-07-13 17:29:27,-9.0656,-68.6569,93.7,41,8,2.48
458,Kenai,US,2022-07-13 17:26:23,60.5544,-151.2583,59.02,90,100,11.5
459,Half Moon Bay,US,2022-07-13 17:29:27,37.4636,-122.4286,75.88,75,75,5.75
460,Brenes,ES,2022-07-13 17:29:27,37.5494,-5.8714,109.85,10,0,5.75
461,Monrovia,LR,2022-07-13 17:29:28,6.3005,-10.7969,78.58,81,92,12.91
462,Pringsewu,ID,2022-07-13 17:29:28,-5.3582,104.9744,74.71,97,100,0.4
463,Kralendijk,BQ,2022-07-13 17:29:28,12.15,-68.2667,85.98,70,75,13.8
464,Buri,BR,2022-07-13 17:29:29,-23.7975,-48.5928,59.31,88,100,10.71
465,Gazli,UZ,2022-07-13 17:29:29,40.1333,63.45,93.29,16,0,12.53
466,Bethanien,,2022-07-13 17:29:29,-26.502,17.1583,63.1,20,0,8.99
467,Strezhevoy,RU,2022-07-13 17:29:30,60.7333,77.5889,55.42,60,82,6.33
468,Eufaula,US,2022-07-13 17:29:30,31.8913,-85.1455,82.44,78,75,4.61
469,Toba,JP,2022-07-13 17:29:30,34.4833,136.85,78.8,83,100,5.21
470,San Cristobal,VE,2022-07-13 17:29:31,7.7669,-72.225,80.78,50,71,8.81
471,San Policarpo,PH,2022-07-13 17:29:31,12.1791,125.5072,78.12,89,88,4.18
472,Samoylovka,RU,2022-07-13 17:29:31,51.184,43.7081,68.27,80,48,6.15
473,Torbay,CA,2022-07-13 17:29:31,47.6666,-52.7314,74.88,75,75,16.11
474,Imperia,IT,2022-07-13 17:29:32,43.9667,7.7833,82.09,63,55,4.05
475,Isangel,VU,2022-07-13 17:24:33,-19.55,169.2667,76.77,90,9,11.48
476,Flin Flon,CA,2022-07-13 17:29:32,54.7682,-101.865,78.64,53,0,8.05
477,Portland,US,2022-07-13 17:26:06,45.5234,-122.6762,70.09,61,40,8.05
478,Lazaro Cardenas,MX,2022-07-13 17:29:33,17.9583,-102.2,83.64,71,100,1.59
479,Pisco,PE,2022-07-13 17:24:53,-13.7,-76.2167,64.45,68,0,8.05
480,Petropavlovsk-Kamchatskiy,RU,2022-07-13 17:29:33,53.0452,158.6483,55.99,100,100,2.24
481,Yulara,AU,2022-07-13 17:29:33,-25.2406,130.9889,44.06,57,0,9.89
482,New Richmond,US,2022-07-13 17:29:34,45.123,-92.5366,71.28,75,75,4.61
483,Tabou,CI,2022-07-13 17:29:34,4.423,-7.3528,77.02,78,92,10.47
484,Nekhayevskiy,RU,2022-07-13 17:29:34,50.4106,41.7561,69.13,80,78,3.71
485,Dukat,RU,2022-07-13 17:29:34,62.55,155.55,65.44,75,48,5.88
486,General Roca,AR,2022-07-13 17:29:35,-39.0333,-67.5833,45.63,65,100,0.81
487,Lima,PE,2022-07-13 17:25:08,-12.0432,-77.0282,62.85,68,75,11.5
488,Ponta Delgada,PT,2022-07-13 17:29:35,37.7333,-25.6667,75.51,78,40,13.8
489,Gladstone,AU,2022-07-13 17:29:36,-23.85,151.25,51.73,50,0,5.75
490,Banda,IN,2022-07-13 17:29:36,25.4833,80.3333,100.18,33,74,15.97
491,Peace River,CA,2022-07-13 17:29:36,56.2501,-117.286,64.71,51,75,27.63
492,Touros,BR,2022-07-13 17:29:36,-5.1989,-35.4608,82.8,69,33,15.3
493,Solnechnyy,RU,2022-07-13 17:29:37,50.7214,136.6319,61.65,98,92,3.71
494,Kashi,CN,2022-07-13 17:29:37,39.4547,75.9797,70.81,52,75,8.95
495,Simpsonville,US,2022-07-13 17:29:37,34.7371,-82.2543,90.12,59,40,9.22
496,Mackenzie,CA,2022-07-13 17:29:38,55.2999,-123.1698,52.02,71,100,9.22
497,Saquarema,BR,2022-07-13 17:29:38,-22.92,-42.5103,75.34,82,91,12.21
498,Magan,ES,2022-07-13 17:29:38,39.9683,-3.931,106.32,10,98,2.51
499,Te Anau,NZ,2022-07-13 17:29:39,-45.4167,167.7167,39.63,98,100,1.45
500,Hamilton,US,2022-07-13 17:29:39,39.1834,-84.5333,87.76,49,75,8.05
501,Lata,PT,2022-07-13 17:29:39,40.1629,-8.3327,90.48,45,100,6.4
502,Dudinka,RU,2022-07-13 17:29:40,69.4058,86.1778,49.62,73,16,13.73
503,Bakchar,RU,2022-07-13 17:29:40,57.0186,82.0711,54.68,68,96,2.84
504,Port Blair,IN,2022-07-13 17:25:33,11.6667,92.75,82.44,78,75,10.36
505,Vytegra,RU,2022-07-13 17:30:40,61.0064,36.4481,68.45,65,100,2.19
506,Geraldton,AU,2022-07-13 17:30:02,-28.7667,114.6,57.61,94,78,8.05
507,Chor,PK,2022-07-13 17:27:38,25.5167,69.7667,92.91,54,77,14.67
508,Atikokan,CA,2022-07-13 17:30:41,48.7555,-91.6216,76.35,35,2,2.55
509,Klaksvik,FO,2022-07-13 17:30:41,62.2266,-6.589,49.12,75,79,14.32
510,Qeshm,IR,2022-07-13 17:30:41,26.9581,56.2719,94.87,71,53,9.84
511,Biloela,AU,2022-07-13 17:30:42,-24.4167,150.5,44.08,72,0,10.87
512,Flinders,AU,2022-07-13 17:30:42,-34.5833,150.8552,53.19,66,84,15.01
513,Pasighat,IN,2022-07-13 17:30:42,28.0667,95.3333,78.15,91,69,4.36
514,Leh,IN,2022-07-13 17:27:49,34.1667,77.5833,62.98,54,85,7.36
515,Sebastian,US,2022-07-13 17:30:43,35.1668,-94.2669,94.91,35,7,4.05
516,Uvalde,US,2022-07-13 17:30:43,29.3669,-99.767,97.32,42,0,0.0
517,Coquimbo,CL,2022-07-13 17:30:43,-29.9533,-71.3436,56.93,76,100,3.44
518,Barnala,IN,2022-07-13 17:30:44,30.3833,75.55,91.0,57,39,2.75
519,Tsiroanomandidy,MG,2022-07-13 17:28:52,-18.7667,46.0333,64.27,48,10,3.62
520,Bireun,ID,2022-07-13 17:30:44,5.203,96.7009,79.16,74,99,3.15
521,Lumeje,AO,2022-07-13 17:30:44,-11.55,20.7833,66.43,34,0,4.97
522,Santa Maria,BR,2022-07-13 17:30:45,-29.6842,-53.8069,54.7,71,0,9.22
523,Vrangel,RU,2022-07-13 17:30:45,42.7297,133.0839,65.64,94,100,9.69
524,Akyab,MM,2022-07-13 17:30:45,20.15,92.9,80.65,87,100,15.35
525,Diego De Almagro,CL,2022-07-13 17:30:46,-26.3667,-70.05,59.99,41,0,9.15
526,Coracora,PE,2022-07-13 17:30:46,-15.0333,-73.7833,60.69,35,62,10.38
527,Cruzilia,BR,2022-07-13 17:30:02,-21.8386,-44.8083,76.01,32,24,5.91
528,Muisne,EC,2022-07-13 17:30:46,0.6,-80.0333,76.5,82,99,12.53
529,Kalga,RU,2022-07-13 17:30:47,50.9251,118.898,58.6,94,100,7.18
530,Blackwater,AU,2022-07-13 17:30:47,-23.5833,148.8833,44.38,69,0,8.48
531,Yining,CN,2022-07-13 17:30:47,29.0361,114.5636,79.83,80,93,1.99
532,Plastun,RU,2022-07-13 17:30:48,44.7561,136.2939,63.34,99,100,7.07
533,Sibu,MY,2022-07-13 17:30:48,2.3,111.8167,73.71,88,40,5.01
534,Jumla,NP,2022-07-13 17:30:48,29.2747,82.1838,63.5,92,100,3.67
535,Alta Floresta,BR,2022-07-13 17:30:49,-9.8756,-56.0861,96.62,28,0,9.22
536,Ballina,AU,2022-07-13 17:30:49,-28.8667,153.5667,49.3,73,35,15.39
537,Chimbote,PE,2022-07-13 17:30:49,-9.0853,-78.5783,66.63,70,53,11.1
538,Prince Rupert,CA,2022-07-13 17:27:45,54.3161,-130.3201,55.49,89,100,20.71
539,Fukuma,JP,2022-07-13 17:30:50,33.7667,130.4667,82.4,84,100,5.1
540,Jalna,IN,2022-07-13 17:30:50,19.8333,75.8833,71.46,94,100,18.57
541,Puerto Leguizamo,CO,2022-07-13 17:30:50,-0.1934,-74.7819,79.25,85,92,4.0
542,Batsfjord,NO,2022-07-13 17:30:51,70.6345,29.7185,62.38,82,100,6.91
543,Lundazi,ZM,2022-07-13 17:30:51,-12.2929,33.1782,65.64,53,93,10.49
544,Carutapera,BR,2022-07-13 17:30:51,-1.195,-46.02,84.61,67,96,10.27
545,Giyani,ZA,2022-07-13 17:30:52,-23.3025,30.7187,67.26,41,18,4.72
546,Avera,US,2022-07-13 17:30:52,33.194,-82.5271,80.11,84,100,13.47
547,Tougan,BF,2022-07-13 17:30:52,13.0667,-3.0667,96.91,32,92,7.43
